name,playlist_id,mood,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,song_id,uri,track_href,analysis_url,duration_ms,time_signature,mood_encoded
Tender,5iC96u9lIUXXehUdokYzJi,Tender,0.3652445369406868,0.03791385660083305,0.2727272727272727,0.4027891379028301,1.0,0.3568773234200744,0.9576719576719581,0.846394984326019,0.44400317712470205,0.3696508626545306,0.16006420913833636,audio_features,1ymzdmQYjO3ThdlToYZnTq,spotify:track:1ymzdmQYjO3ThdlToYZnTq,https://api.spotify.com/v1/tracks/1ymzdmQYjO3ThdlToYZnTq,https://api.spotify.com/v1/audio-analysis/1ymzdmQYjO3ThdlToYZnTq,0.7018868549381948,0.75,21
Tender is the Flesh,2RTcXmgafO3gieZ1EKJsEH,Tender,0.6756850502948318,0.27549004146683115,0.0,0.8218141665303451,1.0,0.04275092936802971,0.9735449735449739,0.5297805642633229,0.4281175536139793,0.5177285694878413,0.12735358432772875,audio_features,5LmaeC0bRQqaHtK781KOhD,spotify:track:5LmaeC0bRQqaHtK781KOhD,https://api.spotify.com/v1/tracks/5LmaeC0bRQqaHtK781KOhD,https://api.spotify.com/v1/audio-analysis/5LmaeC0bRQqaHtK781KOhD,0.5570568705860924,0.75,21
TENDER Radio,37i9dQZF1E4ATQ287i1kax,Tender,0.6063128685397156,0.1363396012876054,0.09090909090909091,0.5403647963356779,1.0,0.3643122676579925,0.9947089947089953,0.9278996865203761,0.35663224781572667,0.383235973373183,0.37437039827683644,audio_features,6Qqto6duuFLcAUvTEsacwS,spotify:track:6Qqto6duuFLcAUvTEsacwS,https://api.spotify.com/v1/tracks/6Qqto6duuFLcAUvTEsacwS,https://api.spotify.com/v1/audio-analysis/6Qqto6duuFLcAUvTEsacwS,0.4877507596267686,0.75,21
Tender Kisses,4SSWYV7vpBDxuSqP17zCao,Tender,0.7415886229621922,0.14468862769835897,1.0,0.7571159823327336,1.0,0.12267657992565062,0.9894179894179898,0.6708463949843262,0.3486894360603653,0.3941040619481049,0.0,audio_features,3cuvXQjn74rLPC0jSVysUK,spotify:track:3cuvXQjn74rLPC0jSVysUK,https://api.spotify.com/v1/tracks/3cuvXQjn74rLPC0jSVysUK,https://api.spotify.com/v1/audio-analysis/3cuvXQjn74rLPC0jSVysUK,0.2502421698417824,0.0,21
Inclination Compass (Tenderness) Radio,37i9dQZF1E8PI8VgpfHdtT,Tender,0.6288588276101283,0.4081467944376931,0.4545454545454546,0.729183706854245,1.0,0.362453531598513,0.9947089947089953,0.8150470219435739,0.3328038125496424,0.216139111533759,0.6546465630912115,audio_features,4asmLOODbw59npZqVLEvvk,spotify:track:4asmLOODbw59npZqVLEvvk,https://api.spotify.com/v1/tracks/4asmLOODbw59npZqVLEvvk,https://api.spotify.com/v1/audio-analysis/4asmLOODbw59npZqVLEvvk,0.41485142776715256,0.75,21
Love Romantic Mix,37i9dQZF1EIdhQkHfnuNWv,Romantic,0.37391605966007635,0.10665417404937058,0.7272727272727273,0.6148372321282514,1.0,0.2379182156133829,0.9788359788359786,0.8119122257053291,0.2565528196981731,0.20662953403070236,0.7969058402470088,audio_features,078tv0fBjcReoPb9IL97b7,spotify:track:078tv0fBjcReoPb9IL97b7,https://api.spotify.com/v1/tracks/078tv0fBjcReoPb9IL97b7,https://api.spotify.com/v1/audio-analysis/078tv0fBjcReoPb9IL97b7,0.3803680981595091,0.75,13
Romantic Mix,37i9dQZF1EVGJJ3r00UGAt,Romantic,0.7780090183836282,0.19756579496646473,0.18181818181818182,0.7145018812367085,1.0,0.22862453531598503,0.9947089947089953,0.7272727272727275,0.3328038125496424,0.4973509034098629,0.5152291955020845,audio_features,7A6mWq885WLJUngzwxfQXW,spotify:track:7A6mWq885WLJUngzwxfQXW,https://api.spotify.com/v1/tracks/7A6mWq885WLJUngzwxfQXW,https://api.spotify.com/v1/audio-analysis/7A6mWq885WLJUngzwxfQXW,0.0,0.75,13
hopeless romantic,48Xqn0ZjpGDJeUba0xIOfq,Romantic,0.45542837322233787,0.13262892288282604,0.4545454545454546,0.7097169965646981,1.0,0.25092936802973975,0.9576719576719581,0.8087774294670846,0.3486894360603653,0.1278358918625187,0.7539905488079541,audio_features,6CWzmoxDJJdIJ5GImw0RHv,spotify:track:6CWzmoxDJJdIJ5GImw0RHv,https://api.spotify.com/v1/tracks/6CWzmoxDJJdIJ5GImw0RHv,https://api.spotify.com/v1/audio-analysis/6CWzmoxDJJdIJ5GImw0RHv,0.40234138910277106,0.75,13
Romantic Country Mix,37i9dQZF1EIepz0xQG7xoZ,Romantic,0.6687478321193202,0.1465439669007486,0.36363636363636365,0.749672828398495,0.0,0.25092936802973975,0.9947089947089953,0.9561128526645768,0.48371723590150906,0.3900285287325092,0.34255247704769004,audio_features,6xld6bFu5ST7nickcSK1lP,spotify:track:6xld6bFu5ST7nickcSK1lP,https://api.spotify.com/v1/tracks/6xld6bFu5ST7nickcSK1lP,https://api.spotify.com/v1/audio-analysis/6xld6bFu5ST7nickcSK1lP,0.641919806595299,0.5,13
Romantic Homicide 1hour,6m7tyTyV0nRZvUQAwjtz0V,Romantic,0.5265348595213319,0.09552213883503252,0.4545454545454546,0.5772124979551776,1.0,0.3550185873605948,0.9576719576719581,0.8244514106583072,0.36457505957108804,0.30308382013313406,0.40751508996650315,audio_features,5JVDIP9IBy6DJB6SVFTX5T,spotify:track:5JVDIP9IBy6DJB6SVFTX5T,https://api.spotify.com/v1/tracks/5JVDIP9IBy6DJB6SVFTX5T,https://api.spotify.com/v1/audio-analysis/5JVDIP9IBy6DJB6SVFTX5T,0.42304794548901736,0.5,13
Fun Upbeat Mix,37i9dQZF1EIfTUPQ3YfOqs,Upbeat,0.5525494276795005,0.16973570693061957,0.18181818181818182,0.6034271225257648,1.0,0.2211895910780669,0.9841269841269842,0.8652037617554855,0.32486100079428104,0.15772313544355387,0.4368760288613525,audio_features,3xdDoLDyvsMgyl1BwVaZ5E,spotify:track:3xdDoLDyvsMgyl1BwVaZ5E,https://api.spotify.com/v1/tracks/3xdDoLDyvsMgyl1BwVaZ5E,https://api.spotify.com/v1/audio-analysis/3xdDoLDyvsMgyl1BwVaZ5E,0.6855600539811065,0.75,22
2000s upbeat,1fJiRbSbzNDp1coGNv57Qs,Upbeat,0.6115157821713493,0.0761338441700604,0.9090909090909092,0.5152543759201702,1.0,0.48698884758364314,0.9788359788359786,0.9090909090909092,0.3089753772835583,0.4036136394511616,0.1470995323543624,audio_features,4fv0GOcz0wbPcPR0CjILUg,spotify:track:4fv0GOcz0wbPcPR0CjILUg,https://api.spotify.com/v1/tracks/4fv0GOcz0wbPcPR0CjILUg,https://api.spotify.com/v1/audio-analysis/4fv0GOcz0wbPcPR0CjILUg,0.3929774885538527,1.0,22
Upbeat Songs That Everyone Knows,0t2A2rfRHsYVdAPybNGlUN,Upbeat,0.6496704821366632,0.012217408647736024,0.0,0.515581547521675,1.0,0.22676579925650564,0.9788359788359786,0.9310344827586206,0.3089753772835583,0.42399130552914005,0.14307827126722966,audio_features,3bDLjjjT1TNLUI7wnJ8uPW,spotify:track:3bDLjjjT1TNLUI7wnJ8uPW,https://api.spotify.com/v1/tracks/3bDLjjjT1TNLUI7wnJ8uPW,https://api.spotify.com/v1/audio-analysis/3bDLjjjT1TNLUI7wnJ8uPW,0.3914706539827625,0.75,22
Upbeat Country Mix,37i9dQZF1EIfLh3vzsUwSp,Upbeat,0.5577523413111343,0.11314786125773445,0.2727272727272727,0.6868558809095371,1.0,0.17657992565055758,0.9523809523809526,0.7711598746081507,0.3328038125496424,0.1020241814970792,0.49192062309072,audio_features,5tC7qnCutl9HLMAOeUaZxo,spotify:track:5tC7qnCutl9HLMAOeUaZxo,https://api.spotify.com/v1/tracks/5tC7qnCutl9HLMAOeUaZxo,https://api.spotify.com/v1/audio-analysis/5tC7qnCutl9HLMAOeUaZxo,0.4040220892012948,0.75,22
Upbeat Work Playlist (CLEAN),63dKFgNfI3i79dw3z0bn0D,Upbeat,0.7693374956642387,0.48607104093805953,0.09090909090909091,0.5467037461148372,1.0,0.3029739776951673,0.9947089947089953,0.8996865203761755,0.32486100079428104,0.872299959244668,0.6014201357892237,audio_features,5rfMHAaZCA8ym79TN2GdbV,spotify:track:5rfMHAaZCA8ym79TN2GdbV,https://api.spotify.com/v1/tracks/5rfMHAaZCA8ym79TN2GdbV,https://api.spotify.com/v1/audio-analysis/5rfMHAaZCA8ym79TN2GdbV,0.8975021319225386,0.75,22
Empowering Mix,37i9dQZF1EIeRRBUi9Gtdk,Empowering,0.7415886229621922,0.12799057487685186,0.36363636363636365,0.913054146900049,1.0,0.120817843866171,0.9894179894179898,0.915360501567398,0.2795869737887211,0.5109360141285151,0.27961277958411473,audio_features,0TsKyZ33N0VP8ZXYgTXPUz,spotify:track:0TsKyZ33N0VP8ZXYgTXPUz,https://api.spotify.com/v1/tracks/0TsKyZ33N0VP8ZXYgTXPUz,https://api.spotify.com/v1/audio-analysis/0TsKyZ33N0VP8ZXYgTXPUz,0.7575321030277439,0.75,5
Empowering Happy Mix,37i9dQZF1EIddbS6LIcjMK,Empowering,0.819632327436698,0.06166219839142091,0.09090909090909091,0.6428513005071159,1.0,0.9999999999999999,0.9947089947089953,0.9467084639498431,0.3328038125496424,0.19304442331205,0.21608340636030815,audio_features,7yQvxdXqotBSRCAYOIOGVt,spotify:track:7yQvxdXqotBSRCAYOIOGVt,https://api.spotify.com/v1/tracks/7yQvxdXqotBSRCAYOIOGVt,https://api.spotify.com/v1/audio-analysis/7yQvxdXqotBSRCAYOIOGVt,0.5630428123163026,0.75,5
Self-empowering songs,5oyzWTv5qFAaerupNuXDln,Empowering,0.4901144640998959,0.16973570693061957,0.7272727272727273,0.8132668084410273,1.0,0.1802973977695167,1.0,0.8056426332288402,0.40428911834789505,0.3397636190734954,0.12042489414501106,audio_features,6SMHndqVp9ZdGmvzQu23ob,spotify:track:6SMHndqVp9ZdGmvzQu23ob,https://api.spotify.com/v1/tracks/6SMHndqVp9ZdGmvzQu23ob,https://api.spotify.com/v1/audio-analysis/6SMHndqVp9ZdGmvzQu23ob,0.5986852454401695,0.5,5
Empowering Breakup Songs,12kPjYo6GyCzamnpET3Xd9,Empowering,0.5230662504335761,0.14747163650194345,0.18181818181818182,0.46904138720759025,1.0,0.11524163568773227,0.9894179894179898,0.8652037617554855,0.3010325655281969,0.2718380654802337,0.6171612026109534,audio_features,3pfjdDVdlQzUjJaw75NvhE,spotify:track:3pfjdDVdlQzUjJaw75NvhE,https://api.spotify.com/v1/tracks/3pfjdDVdlQzUjJaw75NvhE,https://api.spotify.com/v1/audio-analysis/3pfjdDVdlQzUjJaw75NvhE,0.5559060463806992,0.75,5
Empowering Women 🖕🏼,2oGEOBPiUafTwJIuKQi8JO,Empowering,0.708636836628512,0.25693664944293443,0.18181818181818182,0.6493947325372158,1.0,0.005576208178438735,0.9894179894179898,0.7115987460815045,0.2716441620333597,0.28949870941448175,0.2263208327532124,audio_features,5qowE02tRUQqFf3uTC8tgs,spotify:track:5qowE02tRUQqFf3uTC8tgs,https://api.spotify.com/v1/tracks/5qowE02tRUQqFf3uTC8tgs,https://api.spotify.com/v1/audio-analysis/5qowE02tRUQqFf3uTC8tgs,0.651027048508482,0.75,5
Lively Mix,37i9dQZF1EId8OvCw5ScAK,Lively,0.5698924731182796,0.14283328849596927,0.2727272727272727,0.8691722558481922,1.0,0.16356877323420083,0.9947089947089953,0.8777429467084636,0.36457505957108804,0.4375764162477924,0.1741672877372012,audio_features,391l8re8aew1rvyNOXUYDD,spotify:track:391l8re8aew1rvyNOXUYDD,https://api.spotify.com/v1/tracks/391l8re8aew1rvyNOXUYDD,https://api.spotify.com/v1/audio-analysis/391l8re8aew1rvyNOXUYDD,0.6771068776235066,0.75,10
Lively Jazz,26LIDbi4YyiLJKbC2roqZe,Lively,0.7780090183836282,0.1317012532816312,0.9090909090909092,0.8994356289874039,1.0,0.21375464684014878,0.9259259259259256,0.8589341692789967,0.27879269261318496,0.2881401983426165,0.14296361209162906,audio_features,6GRjlkZ7MxKtRC4jsJzQxv,spotify:track:6GRjlkZ7MxKtRC4jsJzQxv,https://api.spotify.com/v1/tracks/6GRjlkZ7MxKtRC4jsJzQxv,https://api.spotify.com/v1/audio-analysis/6GRjlkZ7MxKtRC4jsJzQxv,0.4504193470935479,0.75,10
blade ballz,1cebsWTOtutkCDtfRjRRlt,Lively,0.7519944502254596,0.24951529263337568,0.6363636363636364,0.8371503353508916,1.0,0.14498141263940523,0.9894179894179898,0.7836990595611288,0.3486894360603653,0.26368699904904225,0.10147337040646681,audio_features,0jFnlaavbGTER2XNnUztEF,spotify:track:0jFnlaavbGTER2XNnUztEF,https://api.spotify.com/v1/tracks/0jFnlaavbGTER2XNnUztEF,https://api.spotify.com/v1/audio-analysis/0jFnlaavbGTER2XNnUztEF,0.6308255300828759,0.5,10
lovely phonk 🩷 chill phonk 2024,0yHGKQwIeIB3JzBt3eZ7cb,Lively,0.7485258411377038,0.10665417404937058,0.18181818181818182,0.6348764927204318,1.0,0.5669144981412638,0.9947089947089953,0.7210031347962382,0.2930897537728355,0.27455508762396413,0.1357810337343674,audio_features,1mKHZDWICROPP1gmOg1mn2,spotify:track:1mKHZDWICROPP1gmOg1mn2,https://api.spotify.com/v1/tracks/1mKHZDWICROPP1gmOg1mn2,https://api.spotify.com/v1/audio-analysis/1mKHZDWICROPP1gmOg1mn2,0.9203116332596474,0.5,10
🍭Lovely-Bastards🍭 ⏳1HR⏳,72tnjkx0hEpLEceqZYuVwV,Lively,0.6895594866458551,0.2745623718656363,0.4545454545454546,0.475871094389007,1.0,0.0780669144981413,0.9841269841269842,0.8620689655172411,0.3486894360603653,0.17538377937780195,0.5165395860803761,audio_features,6fHq66kBS2OJiWu3ZGNZj9,spotify:track:6fHq66kBS2OJiWu3ZGNZj9,https://api.spotify.com/v1/tracks/6fHq66kBS2OJiWu3ZGNZj9,https://api.spotify.com/v1/audio-analysis/6fHq66kBS2OJiWu3ZGNZj9,0.46679582391561725,0.75,10
Exciting Happy Mix,37i9dQZF1EIg65X9FWVODX,Excited,0.7519944502254596,0.3274395391337421,0.4545454545454546,0.9258956322591199,1.0,0.39219330855018586,0.9841269841269842,0.9090909090909092,0.3328038125496424,0.25825295476158133,0.18601813252962712,audio_features,6brQG7CUofzdsnNx3qssrh,spotify:track:6brQG7CUofzdsnNx3qssrh,https://api.spotify.com/v1/tracks/6brQG7CUofzdsnNx3qssrh,https://api.spotify.com/v1/audio-analysis/6brQG7CUofzdsnNx3qssrh,0.6960002649379465,0.5,7
Excited music 😄😄😄,4C35sfXRCfx7kOLBLIqJAX,Excited,0.5195976413458203,0.07028952568253291,0.5454545454545454,0.525192213315884,1.0,0.19330855018587356,0.9841269841269842,0.6739811912225706,0.3407466243050039,0.08123896209754111,0.4901024561633402,audio_features,3IwddX0zjnQ7am17WdP66M,spotify:track:3IwddX0zjnQ7am17WdP66M,https://api.spotify.com/v1/tracks/3IwddX0zjnQ7am17WdP66M,https://api.spotify.com/v1/audio-analysis/3IwddX0zjnQ7am17WdP66M,0.38892062624707113,0.75,7
 IM SO EXCITED TO SEE YOU EXCITEDDD 😻,40TyV1895jJpfPhHPXMlaH,Excited,0.7988206729101631,0.03986196276334221,0.0,0.40741043677408806,1.0,0.4944237918215614,0.9682539682539684,0.9404388714733543,0.39634630659253367,0.23787528868360278,0.39438661436024275,audio_features,4fG5KccAJKYk1EguGbGKt0,spotify:track:4fG5KccAJKYk1EguGbGKt0,https://api.spotify.com/v1/tracks/4fG5KccAJKYk1EguGbGKt0,https://api.spotify.com/v1/audio-analysis/4fG5KccAJKYk1EguGbGKt0,0.4638732271925684,0.75,7
EXCITED! Radio,37i9dQZF1E8M8E7QJFoGvQ,Excited,0.9705168227540756,0.38773806321140664,0.6363636363636364,0.8345738589890397,1.0,0.5130111524163569,0.9788359788359786,0.8683385579937304,0.39634630659253367,0.763619073495449,0.4903399644556556,audio_features,3ANR14gcrMm6asGMNVhivt,spotify:track:3ANR14gcrMm6asGMNVhivt,https://api.spotify.com/v1/tracks/3ANR14gcrMm6asGMNVhivt,https://api.spotify.com/v1/audio-analysis/3ANR14gcrMm6asGMNVhivt,0.6605482559631736,0.75,7
The Best Of Exists,17uV3Z5rPAcEEEA9PCBu8b,Excited,0.654873395768297,0.23374490941306342,0.09090909090909091,0.7676263700310813,1.0,0.17100371747211895,0.9735449735449739,0.9028213166144199,0.2930897537728355,0.21206357831816333,0.3111112931098025,audio_features,6MTI6CKlLOZapPzdT4zJLH,spotify:track:6MTI6CKlLOZapPzdT4zJLH,https://api.spotify.com/v1/tracks/6MTI6CKlLOZapPzdT4zJLH,https://api.spotify.com/v1/audio-analysis/6MTI6CKlLOZapPzdT4zJLH,0.38940082627522077,0.75,7
👨🏻‍🍳STIRRING THE POT🥄,0NeWU63kIIAbRkdPV7ZipD,Stirring,0.42074228234477973,0.38217204560423756,1.0,0.7346229347292654,1.0,0.09479553903345728,0.947089947089947,0.6708463949843262,0.1556791104050833,0.313951908708056,0.9734564008484778,audio_features,3eGygw8GYEYWknt1JeZAQ1,spotify:track:3eGygw8GYEYWknt1JeZAQ1,https://api.spotify.com/v1/tracks/3eGygw8GYEYWknt1JeZAQ1,https://api.spotify.com/v1/audio-analysis/3eGygw8GYEYWknt1JeZAQ1,0.3285727296059876,0.75,20
staring at the ceiling lost in thought,40Twc1HSrOZg0P9KQOawe7,Stirring,0.5733610822060354,0.10572650444817573,0.0,0.4329707181416653,1.0,0.399628252788104,1.0,0.9247648902821317,0.39634630659253367,0.19032740116831953,0.6382830607447934,audio_features,47Dbe09uprsTUFezKfy594,spotify:track:47Dbe09uprsTUFezKfy594,https://api.spotify.com/v1/tracks/47Dbe09uprsTUFezKfy594,https://api.spotify.com/v1/audio-analysis/47Dbe09uprsTUFezKfy594,0.7947724431418327,0.75,20
Soothing strings🎻,3w3MSTDQOJislWJVX4EZsW,Stirring,0.6999653139091225,0.5528632522240878,1.0,0.8147799770979878,1.0,0.25464684014869876,0.9841269841269842,0.8213166144200628,0.37251787132644953,0.8356201603043065,0.6276443272372874,audio_features,2BbH50TRv9Qel8dnaE06wm,spotify:track:2BbH50TRv9Qel8dnaE06wm,https://api.spotify.com/v1/tracks/2BbH50TRv9Qel8dnaE06wm,https://api.spotify.com/v1/audio-analysis/2BbH50TRv9Qel8dnaE06wm,0.6617156387902271,0.75,20
Classical Cooking,37i9dQZF1DXdLD1ufgw60J,Stirring,0.5265348595213319,0.35526962716958727,0.5454545454545454,0.48310976607230494,1.0,0.6431226765799257,0.9682539682539684,0.8746081504702192,0.3884034948371723,0.14142100258117107,0.5822638635228214,audio_features,6Xk5TR63iO5EAYfgi4Hjtl,spotify:track:6Xk5TR63iO5EAYfgi4Hjtl,https://api.spotify.com/v1/tracks/6Xk5TR63iO5EAYfgi4Hjtl,https://api.spotify.com/v1/audio-analysis/6Xk5TR63iO5EAYfgi4Hjtl,0.5906874311782285,0.5,20
UPPERROOM WORSHIP,5ypcQVK0TubrsnWnf7TWMu,Stirring,0.7780090183836282,0.23652791821664795,1.0,0.8105267462784231,1.0,0.26579925650557623,0.9841269841269842,0.9216300940438868,0.29150119142176323,0.3438391522890911,0.4678176263912663,audio_features,4QfPxrgEAfWt0DEjrR1CXw,spotify:track:4QfPxrgEAfWt0DEjrR1CXw,https://api.spotify.com/v1/tracks/4QfPxrgEAfWt0DEjrR1CXw,https://api.spotify.com/v1/audio-analysis/4QfPxrgEAfWt0DEjrR1CXw,0.7226430871894222,0.75,20
Rowdy Mix,37i9dQZF1EId5n5O9hpSZs,Rowdy,0.5959070412764481,0.29682644229431243,0.18181818181818182,0.7014968100768852,1.0,0.10780669144981414,0.9947089947089953,0.5987460815047023,0.36457505957108804,0.3655753294389349,0.05579806881188526,audio_features,58S5x2FRM1xU8Ufe2g0a2G,spotify:track:58S5x2FRM1xU8Ufe2g0a2G,https://api.spotify.com/v1/tracks/58S5x2FRM1xU8Ufe2g0a2G,https://api.spotify.com/v1/audio-analysis/58S5x2FRM1xU8Ufe2g0a2G,0.3939627265426425,0.75,14
Rowdy Country Mix,37i9dQZF1EIgGWaphQuGRJ,Rowdy,0.5525494276795005,0.13077358368043637,0.09090909090909091,0.6750777032553574,1.0,0.3029739776951673,0.9841269841269842,0.7742946708463951,0.273232724384432,0.20527102295883712,0.15929435467358982,audio_features,0X3mDFl8poPzyNQmrTe9fr,spotify:track:0X3mDFl8poPzyNQmrTe9fr,https://api.spotify.com/v1/tracks/0X3mDFl8poPzyNQmrTe9fr,https://api.spotify.com/v1/audio-analysis/0X3mDFl8poPzyNQmrTe9fr,0.9068577531606269,0.5,14
Rowdy Racks Radio,37i9dQZF1E4oZnp5ccQ3Ym,Rowdy,0.5178633368019424,0.690158353200924,0.36363636363636365,0.8017340094879766,1.0,0.15241635687732336,0.9841269841269842,0.8934169278996862,0.3328038125496424,0.3696508626545306,0.49160121538726137,audio_features,7IrrIzxSk3OO48hW6dpEus,spotify:track:7IrrIzxSk3OO48hW6dpEus,https://api.spotify.com/v1/tracks/7IrrIzxSk3OO48hW6dpEus,https://api.spotify.com/v1/audio-analysis/7IrrIzxSk3OO48hW6dpEus,0.31902668421880553,0.75,14
rowdy roadtrip 🚙 car music 2024,19XeeyYSJh9tieiRxLFSQq,Rowdy,0.5785639958376692,0.05173613365863615,0.5454545454545454,0.8731392115164403,1.0,0.3401486988847583,0.9841269841269842,0.9467084639498431,0.3089753772835583,0.32346148621111265,0.050138819501887755,audio_features,7iTKgLh1OzQHw1TwYFSMGa,spotify:track:7iTKgLh1OzQHw1TwYFSMGa,https://api.spotify.com/v1/tracks/7iTKgLh1OzQHw1TwYFSMGa,https://api.spotify.com/v1/audio-analysis/7iTKgLh1OzQHw1TwYFSMGa,0.5053111778975518,0.75,14
👑Rowdyism 🤙,656s2SoH9FZ60ASER94eKV,Rowdy,0.7329171002428027,0.6057404194921937,0.4545454545454546,0.9272861115655161,0.0,0.9869888475836429,1.0,0.6081504702194356,0.3407466243050039,1.0,0.5519119417531388,audio_features,7J9IGMMsPyzWh2trBv6OQT,spotify:track:7J9IGMMsPyzWh2trBv6OQT,https://api.spotify.com/v1/tracks/7J9IGMMsPyzWh2trBv6OQT,https://api.spotify.com/v1/audio-analysis/7J9IGMMsPyzWh2trBv6OQT,0.5116779679259497,0.75,14
Sentimental Mix,37i9dQZF1EIgT2G8KHqjrj,Sentimental,0.8109608047173085,0.3487759399612234,0.9090909090909092,0.9148535907083265,1.0,0.4665427509293679,0.9841269841269842,0.849529780564263,0.3010325655281969,0.22293166689308522,0.258851278859305,audio_features,4QB9QRh9xUuqKTXX9JBqyZ,spotify:track:4QB9QRh9xUuqKTXX9JBqyZ,https://api.spotify.com/v1/tracks/4QB9QRh9xUuqKTXX9JBqyZ,https://api.spotify.com/v1/audio-analysis/4QB9QRh9xUuqKTXX9JBqyZ,0.47042216205923004,0.5,16
Sentimental Music 😩,2MPJkQa83eZjRKh1FtpmjC,Sentimental,0.5577523413111343,0.23374490941306342,0.5454545454545454,0.873302797317193,0.0,0.07249070631970256,0.9735449735449739,0.7523510971786833,0.3884034948371723,0.1808178236652629,0.4984889558644073,audio_features,5jJodZ6zXjMdAgumEyVKb1,spotify:track:5jJodZ6zXjMdAgumEyVKb1,https://api.spotify.com/v1/tracks/5jJodZ6zXjMdAgumEyVKb1,https://api.spotify.com/v1/audio-analysis/5jJodZ6zXjMdAgumEyVKb1,0.5014861362940147,0.75,16
sentimental 🤍,0VuFf4HzTLDMrFm8UDCls5,Sentimental,0.963579604578564,0.19942113416885443,0.5454545454545454,0.8935056437101261,1.0,0.2565055762081784,1.0,0.7962382445141065,0.3804606830818109,0.5924466784404293,0.1875168917535482,audio_features,6cq7PaFrHOyOVzNyFBTCoX,spotify:track:6cq7PaFrHOyOVzNyFBTCoX,https://api.spotify.com/v1/tracks/6cq7PaFrHOyOVzNyFBTCoX,https://api.spotify.com/v1/audio-analysis/6cq7PaFrHOyOVzNyFBTCoX,0.3494945480738182,0.5,16
Sentimentale Lieder,0MnhMjc1b4xdJYAHoqtMEL,Sentimental,0.44675685050294833,0.18643375975212667,0.0,0.6262473417307377,1.0,0.15241635687732336,0.9841269841269842,0.7899686520376177,0.9999999999999998,0.15364760222795817,0.1305640412445434,audio_features,61PEtXxbmpaVQDRNxcE0IJ,spotify:track:61PEtXxbmpaVQDRNxcE0IJ,https://api.spotify.com/v1/tracks/61PEtXxbmpaVQDRNxcE0IJ,https://api.spotify.com/v1/audio-analysis/61PEtXxbmpaVQDRNxcE0IJ,0.26906932266958095,0.75,16
SENTIMENTAL LOVE SONGS 💕🎵🎶,1iBJ5RzJAeRuXn5USMKXxK,Sentimental,0.7467915365938259,0.10294349564459122,0.18181818181818182,0.610134140356617,1.0,0.4442379182156133,1.0,0.9467084639498431,0.36457505957108804,0.15228909115609293,0.4917650142095478,audio_features,38GNL3kBcQafMTKT5tom7c,spotify:track:38GNL3kBcQafMTKT5tom7c,https://api.spotify.com/v1/tracks/38GNL3kBcQafMTKT5tom7c,https://api.spotify.com/v1/audio-analysis/38GNL3kBcQafMTKT5tom7c,0.3893428710994097,0.5,16
Sophisticated Mix,37i9dQZF1EIhq08zOdno65,Sophisticated,0.4849115504682622,0.8265257845765652,0.8181818181818182,0.8143710125961066,1.0,0.13568773234200748,0.9682539682539684,0.8150470219435739,0.2597299444003176,0.19847846759951093,0.35081612763204234,audio_features,597H3V2av5dnxNcIDa4Yrk,spotify:track:597H3V2av5dnxNcIDa4Yrk,https://api.spotify.com/v1/tracks/597H3V2av5dnxNcIDa4Yrk,https://api.spotify.com/v1/audio-analysis/597H3V2av5dnxNcIDa4Yrk,0.4031610408749574,0.5,19
Sophisticated Dinner Party 🍷,6PyMJuSO2Xb4pCH9boKL4P,Sophisticated,0.543877904960111,0.6307874987244543,0.18181818181818182,0.9137084901030591,1.0,0.5724907063197026,0.9947089947089953,0.8746081504702192,0.37251787132644953,0.42399130552914005,0.3309391405475794,audio_features,04i9TIi97Aoh1xjrCCM0aI,spotify:track:04i9TIi97Aoh1xjrCCM0aI,https://api.spotify.com/v1/tracks/04i9TIi97Aoh1xjrCCM0aI,https://api.spotify.com/v1/audio-analysis/04i9TIi97Aoh1xjrCCM0aI,0.4309132907776755,0.75,19
Sophisticated Classical Mix,37i9dQZF1EIdHMiavdu5NK,Sophisticated,0.6132500867152272,0.34413759195524923,0.36363636363636365,0.9573041060035988,1.0,0.2193308550185873,0.9417989417989423,0.9184952978056424,0.3010325655281969,0.14006249150930583,0.755505687914104,audio_features,4zLErnaWoRXh91YcWZ2LKy,spotify:track:4zLErnaWoRXh91YcWZ2LKy,https://api.spotify.com/v1/tracks/4zLErnaWoRXh91YcWZ2LKy,https://api.spotify.com/v1/audio-analysis/4zLErnaWoRXh91YcWZ2LKy,0.2672727122194348,0.5,19
Jazz Playlist Sophisticates Mix,37i9dQZF1EIZ9Pbs9R3ko1,Sophisticated,0.5750953867499133,0.391448741616186,0.09090909090909091,0.8209553410763946,1.0,0.30855018587360583,0.9735449735449739,0.9216300940438868,0.6743447180301825,0.18217633473712813,0.09522444533623803,audio_features,5cm73dj9ydNYALjjUOVPhu,spotify:track:5cm73dj9ydNYALjjUOVPhu,https://api.spotify.com/v1/tracks/5cm73dj9ydNYALjjUOVPhu,https://api.spotify.com/v1/audio-analysis/5cm73dj9ydNYALjjUOVPhu,0.45381386453391614,0.75,19
